id;from;to;text;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbes;undefined;time
325;ANAKIN;;I agree! I think the Republic needs you... I'm glad you chose to serve. I feel things are going to happen in our generation that will change the galaxy in profound ways.;INT. CORUSCANT, DEX'S DINER - MORNING;32;0;0;0;0;0;0;0;0;0;
326;PADME;;I think so too.;INT. CORUSCANT, DEX'S DINER - MORNING;4;0;0;0;0;0;0;0;0;0;
327;QUEEN JAMILLIA;;We've been worried about you. (takes her hand) I'm so glad you're safe, PADME.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;11;0;0;0;0;0;0;0;0;0;
328;PADME;;Thank you, Your Highness. I only Wish I could have served you better by staying on Coruscant for the vote.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;20;0;0;0;0;0;0;0;0;0;
329;SIO BIBBLE;;Given the circumstances, Senator, you know it was the only decision Her Highness could have made.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;16;0;0;0;0;0;0;0;0;0;
330;QUEEN JAMILLIA;;How many systems have joined Count Dooku and the separatists?;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;10;0;0;0;0;0;0;0;0;0;
331;PADME;;About two hundred. And more are leaving the Republic every day. If the Senate votes to create an army, I'm sure it's going to push us into a civil war.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;30;0;0;0;0;0;0;0;0;0;
332;SIO BIBBLE;;It's unthinkable! There hasn't been a full-scale war since the formation of the Republic!;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;14;0;0;0;0;0;0;0;0;0;
333;QUEEN JAMILLIA;;Do you see any way, through negotiations, to bring the separatists back into the Republic?;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;15;0;0;0;0;0;0;0;0;0;
334;PADME;;Not if they feel threatened. The separatists don't have an army, but if they are provoked, they will move to defend themselves. I'm sure of that. And with no time or money to build an army, my guess is they will turn to the Commerce Guilds or the Trade Federation for help.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;52;0;0;0;0;0;0;0;0;0;
335;QUEEN JAMILLIA;;The armies of commerce! Why has Nothing been done in the Senate to restrain them?;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;15;0;0;0;0;0;0;0;0;0;
336;PADME;;I'm afraid that, despite the Chancellor's best efforts, there are still many bureaucrats, judges, and even Senators on the payrolls of the Guilds.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;23;0;0;0;0;0;0;0;0;0;
337;SIO BIBBLE;;It's outrageous! After all of those hearings, and the four trials in the Supreme Court, Nute Gunray is still the Viceroy of the Trade Federation. Do those money mongers control everything?;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;31;0;0;0;0;0;0;0;0;0;
338;QUEEN JAMILLIA;;Remember, Counsellor, the courts were able to reduce the Federation's armies. That's a move in the right direction.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;18;0;0;0;0;0;0;0;0;0;
339;PADME;;There are rumours, Your Highness, that the Federation Army was not reduced as they were ordered.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;16;0;0;0;0;0;0;0;0;0;
340;ANAKIN;;The Jedi have not been allowed to investigate. It would be to be too dangerous for the economy, we were told.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;21;0;0;0;0;0;0;0;0;0;
341;QUEEN JAMILLIA;;We must keep our faith in the Republic. The day we stop believing democracy can work is the day we lose it.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;22;0;0;0;0;0;0;0;0;0;
342;PADME;;Let's pray that day never comes.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
343;QUEEN JAMILLIA;;In the meantime, we must consider your own safety.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;9;0;0;0;0;0;0;0;0;0;
344;QUEEN JAMILLIA;;What is your suggestion, Master Jedi?;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
345;PADME;;Anakin's not a Jedi yet, Counsellor. He's still a Padawan learner. I was thinking...;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;14;0;0;0;0;0;0;0;0;0;
346;ANAKIN;;(nettled) Hey, hold on a minute!;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;5;0;0;0;0;0;0;0;0;0;
347;PADME;;Excuse me! I was thinking I would stay in the Lake Country. There are some places up there that are very isolated.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;22;0;0;0;0;0;0;0;0;0;
348;ANAKIN;;Excuse me?! I am in charge of security here, M'Lady.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;10;0;0;0;0;0;0;0;0;0;
349;PADME;;Annie, my life is at risk, and this is my home. I know it very well... that is why we're here. I think it would be wise for you to take advantage of my knowledge in this instance.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;38;0;0;0;0;0;0;0;0;0;
350;ANAKIN;;(takes a deep breath) Sorry, M'Lady.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
351;SIO BIBBLE;;She is right. The Lake Country is the most remote part of Naboo. Not many people and a clear view of the surrounding terrain.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;24;0;0;0;0;0;0;0;0;0;
352;QUEEN JAMILLIA;;Perfect. It's settled then.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;4;0;0;0;0;0;0;0;0;0;
353;QUEEN JAMILLIA;;PADME, I had an audience with your father yesterday. I told him what was happening. He hopes you will visit your mother before you leave... your family's very worried about you.;INT. NABOO PALACE, THRONE ROOM - AFTERNOON;31;0;0;0;0;0;0;0;0;0;
354;JOCASTA NU;;Did you call for assistance?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;5;0;0;0;0;0;0;0;0;0;
355;OBI-WAN;;(distracted in thought) Yes... yes, I did...;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;4;0;0;0;0;0;0;0;0;0;
356;JOCASTA NU;;He has a powerful face, doesn't he? He was one of the most brilliant Jedi I have had the privilege of knowing.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;22;0;0;0;0;0;0;0;0;0;
357;OBI-WAN;;I never understood why he quit. Only twenty Jedi have ever left the Order.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;14;0;0;0;0;0;0;0;0;0;
358;JOCASTA NU;;The Lost Twenty... and COUNT DOKU was the most recent and the most painful. No one likes to talk about it. His leaving was a great loss to the Order.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;30;0;0;0;0;0;0;0;0;0;
359;OBI-WAN;;What happened?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;2;0;0;0;0;0;0;0;0;0;
360;JOCASTA NU;;Well, one might say, he was always a bit out of step with the decisions of the Council... much like your old Master, Qui-Gon Jinn.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;25;0;0;0;0;0;0;0;0;0;
361;OBI-WAN;;(surprised) Really?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;1;0;0;0;0;0;0;0;0;0;
362;JOCASTA NU;;Oh, yes. They were alike in many ways. Very individual thinkers... idealists...;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;12;0;0;0;0;0;0;0;0;0;
363;JOCASTA NU;;He was always striving to become a more powerful Jedi. He wanted to be the best. With a lightsaber, in the old style of fencing, he had no match. His knowledge of the Force was... unique. In the end, I think he left because he lost faith in the Republic. He believed that politics were corrupt, and he felt the Jedi betrayed themselves by serving the politicians. He always had very high expectations of government. He disappeared for nine or ten years, then he just showed up recently as the head of the separatist movement.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;95;0;0;0;0;0;0;0;0;0;
364;OBI-WAN;;Interesting... I'm still not sure I understand.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;7;0;0;0;0;0;0;0;0;0;
365;JOCASTA NU;;Well, I'm sure you didn't call me over here for a history lesson. Are you having a problem, Master Kenobi?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;20;0;0;0;0;0;0;0;0;0;
366;OBI-WAN;;Yes, I'm trying to find a planet system called Kamino. It doesn't seem to show upon any of the archive charts.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;21;0;0;0;0;0;0;0;0;0;
367;JOCASTA NU;;Kamino? It's not a system I'M familiar with... Let me see...;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;11;0;0;0;0;0;0;0;0;0;
368;JOCASTA NU;;Are you sure you have the right co-ordinates?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;8;0;0;0;0;0;0;0;0;0;
369;OBI-WAN;;(nodding) According to my information, it should be in this quadrant somewhere... just south of the Rishi Maze.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;17;0;0;0;0;0;0;0;0;0;
370;JOCASTA NU;;No co-ordinates? It sounds like the kind of directions you'd get from a street tout... some old miner or Furbog trader.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;21;0;0;0;0;0;0;0;0;0;
371;OBI-WAN;;All three actually.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;3;0;0;0;0;0;0;0;0;0;
372;JOCASTA NU;;Are you sure it exists?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;5;0;0;0;0;0;0;0;0;0;
373;OBI-WAN;;Absolutely.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;1;0;0;0;0;0;0;0;0;0;
374;JOCASTA NU;;Let me do a gravitational scan.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;6;0;0;0;0;0;0;0;0;0;
375;JOCASTA NU;;There are some inconsistencies here. Maybe the planet you're looking for was destroyed.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;13;0;0;0;0;0;0;0;0;0;
376;OBI-WAN;;Wouldn't that be on record?;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;5;0;0;0;0;0;0;0;0;0;
377;JOCASTA NU;;It ought to be. Unless it was very recent. (shakes her head) I hate to say it, but it looks like the system you're searching for doesn't exist.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;25;0;0;0;0;0;0;0;0;0;
378;OBI-WAN;;That's impossible... perhaps the archives are incomplete.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;7;0;0;0;0;0;0;0;0;0;
379;JOCASTA NU;;The archives are comprehensive and totally secure, my young Jedi. One thing you may be absolutely sure of - if an item does not appear in our records, it does not exist!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;32;0;0;0;0;0;0;0;0;0;
380;PADME;;There's my house!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;3;0;0;0;0;0;0;0;0;0;
381;PADME;;(continuing) What? Don't say you're shy!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;5;0;0;0;0;0;0;0;0;0;
382;ANAKIN;;(untruthfully) No, but I...;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;3;0;0;0;0;0;0;0;0;0;
383;RYOO & POOJA;;Aunt Padme!! Aunt Padme!!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;4;0;0;0;0;0;0;0;0;0;
384;PADME;;Ryoo!! Pooja!!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;2;0;0;0;0;0;0;0;0;0;
385;PADME;;(continuing) I'm so happy to see you! This is Anakin. Anakin, this is Ryoo, and this is Pooja.;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;17;0;0;0;0;0;0;0;0;0;
386;RYOO & POOJA;;ARTOO!!!;INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY;1;0;0;0;0;0;0;0;0;0;
387;SOLA;;(over her shoulder) They're eating over at Jev Narran's later, Mom. They just had a snack. They'll be fine.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;16;0;0;0;0;0;0;0;0;0;
388;PADME;;Anakin, this is my sister, Sola.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
389;SOLA;;Hello, Anakin.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
390;ANAKIN;;Hello.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;1;0;0;0;0;0;0;0;0;0;
391;JOBAL;;You're just in time for dinner. I hope you're hungry, Anakin.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;11;0;0;0;0;0;0;0;0;0;
392;ANAKIN;;A little.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
393;PADME;;He's being polite, Mom. We're starving.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
394;RUWEE;;(grinning) You came to the right place at the right time. Sit down, son.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;13;0;0;0;0;0;0;0;0;0;
395;JOBAL;;(to Padme) Honey, it's so good to see you safe. We were so worried.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;12;0;0;0;0;0;0;0;0;0;
396;RUWEE;;Dear...;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;1;0;0;0;0;0;0;0;0;0;
397;JOBAL;;I know, I know... but I had to say it. Now it's done.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;13;0;0;0;0;0;0;0;0;0;
398;SOLA;;Well, this is exciting! Do you know, Anakin, you're the first boyfriend my sister's ever brought home?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;17;0;0;0;0;0;0;0;0;0;
399;PADME;;(rolls her eyes) Sola!! He isn't my boyfriend! He's a Jedi assigned by the Senate to protect me.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;15;0;0;0;0;0;0;0;0;0;
400;JOBAL;;A bodyguard?! Oh, Padme! They didn't tell us it was that serious!;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;12;0;0;0;0;0;0;0;0;0;
401;PADME;;It's not, Mom, I promise. (glances at Jobal) Anyway, Anakin's a friend. I've known him for years. Remember that little boy who was with the Jedi during the blockade crisis?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;27;0;0;0;0;0;0;0;0;0;
402;PADME;;(continuing) He grew up.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
403;JOBAL;;Honey, when are you going to settle down? Haven't you had enough of that life? I certainly have!;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;18;0;0;0;0;0;0;0;0;0;
404;PADME;;Mom, I'm not in any danger.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
405;RUWEE;;(to Anakin) Is she?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
406;ANAKIN;;...Yes... I'm afraid she is.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;5;0;0;0;0;0;0;0;0;0;
407;PADME;;(quickly) But not much.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
408;RUWEE;;Sometimes I wish I'd traveled more... but I must say, I'm happy here.;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;13;0;0;0;0;0;0;0;0;0;
409;ANAKIN;;Padme tells me you teach at the university?;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
410;RUWEE;;(nodding) Yes, and before that, I was a builder. I also worked for the Refugee Relief Movement, when I was very young.;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;21;0;0;0;0;0;0;0;0;0;
411;SOLA;;Why haven't you told us about him?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;7;0;0;0;0;0;0;0;0;0;
412;PADME;;What's there to talk about? He's just a boy.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;9;0;0;0;0;0;0;0;0;0;
413;SOLA;;A boy? Have you seen the way he looks at you?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;11;0;0;0;0;0;0;0;0;0;
414;PADME;;Sola - stop it!;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;4;0;0;0;0;0;0;0;0;0;
415;SOLA;;It's obvious he has feelings for you. Are you saying, little baby sister, that you haven't noticed?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;17;0;0;0;0;0;0;0;0;0;
416;PADME;;I'm not your baby sister, Sola. Anakin and I are friends... our relationship is strictly professional. (to Jobal) Mom, would you tell her to stop it?;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;24;0;0;0;0;0;0;0;0;0;
417;SOLA;;(laughing) Well, maybe you haven't noticed the way he looks at you. I think you're afraid to.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;16;0;0;0;0;0;0;0;0;0;
418;PADME;;Cut it out.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
419;JOBAL;;Sola's just concerned... we all are.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
420;PADME;;Oh, Mom, you're impossible. What I'm doing is important.;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;9;0;0;0;0;0;0;0;0;0;
421;JOBAL;;You've done your service, PADME. It's time you had a life of your own. You're missing so much!;INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON;18;0;0;0;0;0;0;0;0;0;
422;RUWEE;;Now tell me, son. How serious is this thing? How much danger is my daughter really in?;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;17;0;0;0;0;0;0;0;0;0;
423;ANAKIN;;There have been two attempts on her life. Chances are there'll be more. My Master is tracking down the assassins. I'm sure he'll find out who they are. This situation, won't last long.;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;33;0;0;0;0;0;0;0;0;0;
424;RUWEE;;I don't want anything to happen to her.;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
425;ANAKIN;;I don't either.;EXT. PADME'S PARENTS' GARDEN - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
426;PADME;;Don't worry, this won't take long.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;6;0;0;0;0;0;0;0;0;0;
427;ANAKIN;;I just want to get there before dark.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
428;ANAKIN;;(continuing) You still live at home.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;5;0;0;0;0;0;0;0;0;0;
429;PADME;;I move around so much, I've never had a place of my own. Official residences have no warmth. I feel good here. I feel at home.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;26;0;0;0;0;0;0;0;0;0;
430;ANAKIN;;I never had a real home. Home was always where my Mom was.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;13;0;0;0;0;0;0;0;0;0;
431;ANAKIN;;(continuing) Is this you?;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
432;PADME;;That was when I went with the Relief Group to Shadda-Bi-Boran. Their sun was imploding, and the planet was dying. I was helping to relocate the children. See that little one I'm holding? His name was N'a-kee-tula, which means sweethear. He was so full of life,. All those kids were. I did everything I could to save him, but he died... they all did. They were never able to adapt... to live off their native planet.;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;76;0;0;0;0;0;0;0;0;0;
433;PADME;;(continuing) My first day as an Apprentice Legislator. Notice the difference?;INT. PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON;10;0;0;0;0;0;0;0;0;0;
434;YODA;;Don't think... feel... be as one with the Force. Help you, it will. (he sees Obi-Wan) Younglings - enough! A visitor we have. Welcome him.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;22;0;0;0;0;0;0;0;0;0;
435;YODA;;(continuing) Master Obi-Wan Kenobi, meet the mighty Bear Clan.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;8;0;0;0;0;0;0;0;0;0;
436;CHILDREN;;Welcome, Master Obi-Wan!;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;3;0;0;0;0;0;0;0;0;0;
437;OBI-WAN;;I am sorry to disturb you, Master.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;7;0;0;0;0;0;0;0;0;0;
438;YODA;;What help to you, can I be?;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;7;0;0;0;0;0;0;0;0;0;
439;OBI-WAN;;I’m looking for a planet described to me by an old friend. I trust him. But the system doesn’t show up on the archive maps.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;25;0;0;0;0;0;0;0;0;0;
440;YODA;;An interesting puzzle. Gather round the map reader, younglings. Master Obi-Wan has lost a planet. Find it, we will try...;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;20;0;0;0;0;0;0;0;0;0;
441;OBI-WAN;;This is where it ought to be... but it isn’t. Gravity is pulling all the stars in this area inward to this spot. There should be a star here... but there isn’t.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;32;0;0;0;0;0;0;0;0;0;
442;YODA;;Most interesting. Gravity’s silhouette remains, but the star and all its planets have disappeared. How can this be?;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;18;0;0;0;0;0;0;0;0;0;
443;JEDI CHILD JACK;;Because someone erased it from the archive memory.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;8;0;0;0;0;0;0;0;0;0;
444;CHILDREN;;That’s right! Yes! That’s what happened! Someone erased it!;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;9;0;0;0;0;0;0;0;0;0;
445;JEDI CHILD MAY;;If the planet blew up, the gravity would go away.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;10;0;0;0;0;0;0;0;0;0;
446;YODA;;Truly wonderful, the mind of a child is. Uncluttered. To the centre of the pull of gravity go, and find your planet you will.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;24;0;0;0;0;0;0;0;0;0;
447;OBI-WAN;;But Master Yoda who could have erased information from the archives? That’s impossible, isn’t it?;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;15;0;0;0;0;0;0;0;0;0;
448;YODA;;(frowning) Much harder to answer, that question is.;INT. JEDI TEMPLE, TRAINING VERANDA - DAY;7;0;0;0;0;0;0;0;0;0;
449;PADME;;When I was in Level Three, we used to come here for school retreat. See that island? We used to swim there every day. I love the water.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;28;0;0;0;0;0;0;0;0;0;
450;ANAKIN;;I do too. I guess it comes from growing up on a desert planet.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;14;0;0;0;0;0;0;0;0;0;
451;PADME;;...We used to lie on the sand and let the sun dry us... and try to guess the names of the birds singing.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;23;0;0;0;0;0;0;0;0;0;
452;ANAKIN;;I don’t like sand. It’s coarse and rough and irritating, and it gets everywhere. Not like here. Here everything’s soft... and smooth...;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;22;0;0;0;0;0;0;0;0;0;
453;PADME;;There was a very old man who lived on the island. He used to make glass out of sand - and vases and necklaces out of the glass. They were magical.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;31;0;0;0;0;0;0;0;0;0;
454;ANAKIN;;(looks into her eyes) Everything here is magical.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;4;0;0;0;0;0;0;0;0;0;
455;PADME;;You could look into the glass and see the water. The way it ripples and moves. It looked so real... but it wasn’t.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;23;0;0;0;0;0;0;0;0;0;
456;ANAKIN;;Sometimes, when you believe something to be real, it becomes real. Real enough, anyway...;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;14;0;0;0;0;0;0;0;0;0;
457;PADME;;I used to think if you looked too deeply into glass, you would lose yourself.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
458;ANAKIN;;I think it's true...;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;4;0;0;0;0;0;0;0;0;0;
459;PADME;;I shouldn't have done that.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;5;0;0;0;0;0;0;0;0;0;
460;ANAKIN;;I'm sorry. When I'm around you, my mind is no longer my own.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;13;0;0;0;0;0;0;0;0;0;
461;PADME;;It's the situation... the stress...;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;5;0;0;0;0;0;0;0;0;0;
462;ANAKIN;;...the view.;EXT. NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON;2;0;0;0;0;0;0;0;0;0;
463;MACE WINDU;;Be wary, this disturbance in the Force is growing stronger.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;10;0;0;0;0;0;0;0;0;0;
464;OBI-WAN;;I am concerned for my Padawan. He is not ready to be on his own.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
465;YODA;;The Council is confident in this decision, Obi-Wan.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;8;0;0;0;0;0;0;0;0;0;
466;MACE WINDU;;He has exceptional skills. The Council is confident in its decision, Obi-Wan. If the prophecy is true, he weill be the one to bring balance to the Force.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;28;0;0;0;0;0;0;0;0;0;
467;OBI-WAN;;But he still has much to learn. And his abilities have made him... well... arrogant. I realise now what you and Master Yoda knew from the beginning... the boy was too old to start the training and...;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;37;0;0;0;0;0;0;0;0;0;
468;MACE WINDU;;There's something else?;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;3;0;0;0;0;0;0;0;0;0;
469;OBI-WAN;;Master, he should not have been given this assignment. I'm afraid Anakin won't be able to protect the Senator.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;19;0;0;0;0;0;0;0;0;0;
470;MACE WINDU;;Why?;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;1;0;0;0;0;0;0;0;0;0;
471;OBI-WAN;;He has a... an emotional connection with her. It's been there since he was boy. Now he's confused... distracted.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;19;0;0;0;0;0;0;0;0;0;
472;MACE WINDU;;Obi-Wan, you must have faith that he will take the right path.;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;12;0;0;0;0;0;0;0;0;0;
473;OBI-WAN;;Has Master Yoda gained any insight into whether or not this war will come about?;EXT. CORUSCANT, LANDING PLATFORM - LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
